FY18/19 - CONDOMINIUM COMPARABLE PROPERTIES as of 01/05/2018  prepared on 02/01/2018,,,,,,,,,,,,,,,COMPARABLE RENTAL - 1,,,,,,,,,,,,,,,COMPARABLE RENTAL - 2,,,,,,,,,,,,,,,COMPARABLE RENTAL - 3,,,,,,,,,,,,,,
Boro-Block-Lot,Condominium,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Distance from Condo in miles,Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Distance from Condo in miles,Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Distance from Condo in miles
1-01320-7504,0451-R1,225 EAST 46 STREET,MIDTOWN EAST,R4  -ELEVATOR,129,1956,"81,745","3,548,550",43.41,"1,153,422",14.11,"2,395,128","19,277,999",235.83,1-01320-0018,235 EAST 46 STREET,MIDTOWN EAST,D1  -ELEVATOR,63,1938,"49,914","2,174,753",43.57,"859,020",17.21,"1,315,733","10,413,000",208.62,0,1-01342-0045,320 EAST 50 STREET,MIDTOWN EAST,D1  -ELEVATOR,36,1960,"23,442","1,017,617",43.41,"330,767",14.11,"686,850","5,857,000",249.85,0.2,1-01335-0039,328 EAST 43 STREET,MIDTOWN EAST,D3  -ELEVATOR,62,1928,"48,892","2,112,623",43.21,"749,514",15.33,"1,363,109","7,216,000",147.59,0.23
1-01517-7501,0454-R1,111 EAST 88 STREET,UPPER EAST SIDE (79-96),R4  -ELEVATOR,59,1929,"71,863","3,431,458",47.75,"1,224,546",17.04,"2,206,912","17,763,008",247.18,1-01517-0025,155 EAST 88 STREET,UPPER EAST SIDE (79-96),D3  -ELEVATOR,50,1976,"29,000","1,394,320",48.08,"602,330",20.77,"791,990","6,498,000",224.07,0.09,1-01517-0043,16O EAST 89 STREET,UPPER EAST SIDE (79-96),D3  -ELEVATOR,51,1938,"64,272","3,068,988",47.75,"1,095,195",17.04,"1,973,793","10,821,000",168.36,0.09,1-01519-0011,121 EAST 90 STREET,UPPER EAST SIDE (79-96),D9  -ELEVATOR,20,1923,"9,530","419,034",43.97,"153,910",16.15,"265,124","2,449,000",256.98,0.1
1-01995-7501,0457-R1,31 TIEMANN PLACE,MORNINGSIDE HEIGHTS,R9  -CONDOPS,48,1926,"37,103","1,021,817",27.54,"479,371",12.92,"542,446","4,246,000",114.44,1-01994-0088,547 RIVERSIDE DRIVE,MORNINGSIDE HEIGHTS,D1  -ELEVATOR,36,1926,"41,967","1,101,214",26.24,"462,896",11.03,"638,318","3,973,000",94.67,0.18,1-01994-0066,189 CLAREMONT AVENUE,MORNINGSIDE HEIGHTS,D1  -ELEVATOR,31,1905,"28,416","782,577",27.54,"367,135",12.92,"415,442","3,537,000",124.47,0.18,1-01994-0084,548 RIVERSIDE DRIVE,MORNINGSIDE HEIGHTS,D1  -ELEVATOR,25,1926,"42,762","1,192,205",27.88,"575,149",13.45,"617,056","3,153,000",73.73,0.18
1-01680-7501,0458-R1,309 EAST 108 STREET,HARLEM-EAST,R4  -ELEVATOR,33,1926,"46,998","1,320,644",28.1,"508,048",10.81,"812,596","6,375,997",135.67,1-01680-0011,315 EAST 108 STREET,HARLEM-EAST,D1  -ELEVATOR,48,1920,"22,596","634,948",28.1,"244,263",10.81,"390,685","4,903,000",216.99,0,1-01680-0019,331 EAST 108 STREET,HARLEM-EAST,D1  -ELEVATOR,29,1900,"22,596","615,741",27.25,"237,936",10.53,"377,805","3,168,000",140.2,0,1-01655-0015,235 EAST 105 STREET,HARLEM-EAST,D3  -ELEVATOR,48,2002,"52,520","1,492,093",28.41,"644,420",12.27,"847,673","4,413,000",84.03,0.21
1-00850-7503,0459-R1,280 PARK AVENUE SOUTH,FLATIRON,R4  -ELEVATOR,259,1986,"282,900","16,133,787",57.03,"5,063,910",17.9,"11,069,877","89,101,009",314.96,1-00850-0062,20 EAST 22 STREET,FLATIRON,D3  -ELEVATOR,23,1925,"10,512","599,499",57.03,"188,165",17.9,"411,334","3,916,000",372.53,0,1-00879-0070,124 EAST 24 STREET,GRAMERCY,D1  -ELEVATOR,60,1939,"40,266","2,286,303",56.78,"642,243",15.95,"1,644,060","9,708,000",241.1,0.16,1-00827-0063,28 WEST 26 STREET,FLATIRON,D9  -ELEVATOR,32,1925,"14,217","813,923",57.25,"236,713",16.65,"577,210","5,117,000",359.92,0.3
1-01392-7501,0460-R1,1009 MADISON AVENUE,UPPER EAST SIDE (59-79),R4  -ELEVATOR,111,1958,"176,897","8,397,301",47.47,"2,819,738",15.94,"5,577,563","44,893,009",253.78,1-01492-0036,920 PARK AVENUE,UPPER EAST SIDE (79-96),D9  -ELEVATOR,72,1962,"155,544","7,193,910",46.25,"2,550,922",16.4,"4,642,988","37,340,000",240.06,0.16,1-01410-0033,177 EAST 75 STREET,UPPER EAST SIDE (59-79),D6  -ELEVATOR,103,1962,"186,802","9,846,333",52.71,"3,749,116",20.07,"6,097,217","43,011,000",230.25,0.22,1-01517-0001,1085 PARK AVENUE,UPPER EAST SIDE (79-96),D6  -ELEVATOR,46,1926,"127,395","6,047,441",47.47,"2,030,676",15.94,"4,016,765","42,329,000",332.27,0.57
1-01876-7501,0464-R1,209 WEST 104 STREET,UPPER WEST SIDE (96-116),R4  -ELEVATOR,46,1935,"33,324","1,066,368",32,"502,859",15.09,"563,509","4,477,990",134.38,1-01877-0039,206 WEST 106 STREET,UPPER WEST SIDE (96-116),D9  -ELEVATOR,59,1910,"31,476","969,146",30.79,"409,503",13.01,"559,643","5,955,000",189.19,0.05,1-01877-0018,227 WEST 105 STREET,UPPER WEST SIDE (96-116),D1  -ELEVATOR,40,1925,"42,312","1,353,984",32,"638,488",15.09,"715,496","4,375,000",103.4,0.05,1-01876-0060,250 WEST 105 STREET,UPPER WEST SIDE (96-116),D3  -ELEVATOR,35,1920,"29,940","1,000,295",33.41,"371,256",12.4,"629,039","7,981,000",266.57,0.09
1-01425-7501,0465-R1,1329 2 AVENUE,UPPER EAST SIDE (59-79),R9  -CONDOPS,88,1957,"89,223","3,657,251",40.99,"1,427,568",16,"2,229,683","17,947,000",201.15,1-01424-0029,226 EAST 70 STREET,UPPER EAST SIDE (59-79),D1  -ELEVATOR,52,1921,"41,898","1,717,399",40.99,"670,368",16,"1,047,031","12,794,000",305.36,0.05,1-01428-0036,226 EAST 74 STREET,UPPER EAST SIDE (59-79),D9  -ELEVATOR,34,1920,"15,040","614,534",40.86,"218,531",14.53,"396,003","5,639,000",374.93,0.16,1-01429-0128,244 EAST 75 STREET,UPPER EAST SIDE (59-79),D3  -ELEVATOR,24,1930,"12,882","531,640",41.27,"225,435",17.5,"306,205","4,246,000",329.61,0.21
1-01424-7501,0466-R1,233 EAST 69 STREET,UPPER EAST SIDE (59-79),R9  -CONDOPS,204,1957,"206,511","10,015,784",48.5,"3,847,300",18.63,"6,168,484","49,650,000",240.42,1-01424-0029,226 EAST 70 STREET,UPPER EAST SIDE (59-79),D1  -ELEVATOR,52,1921,"41,898","2,037,919",48.64,"842,150",20.1,"1,195,769","12,794,000",305.36,0,1-01428-0036,226 EAST 74 STREET,UPPER EAST SIDE (59-79),D9  -ELEVATOR,34,1920,"15,040","729,440",48.5,"280,195",18.63,"449,245","5,639,000",374.93,0.21,1-01428-0008,213 EAST 73 STREET,UPPER EAST SIDE (59-79),D3  -ELEVATOR,24,1910,"12,000","564,600",47.05,"247,680",20.64,"316,920","4,793,000",399.42,0.21
1-00792-7503,0467-R1,130 WEST 17 STREET,CHELSEA,R9  -CONDOPS,14,1906,"31,650","1,214,411",38.37,"321,248",10.15,"893,163","7,183,000",226.95,1-00792-0008,151 WEST 16 STREET,CHELSEA,D3  -ELEVATOR,76,1962,"43,770","1,632,183",37.29,"531,806",12.15,"1,100,377","12,474,000",284.99,0,1-00791-0050,114 WEST 16 STREET,CHELSEA,D1  -ELEVATOR,41,1939,"32,736","1,273,103",38.89,"407,236",12.44,"865,867","5,727,000",174.95,0.05,1-00766-0071,248 WEST 17 STREET,CHELSEA,D1  -ELEVATOR,48,1920,"25,362","973,140",38.37,"257,424",10.15,"715,716","6,373,000",251.28,0.17
1-00629-7501,0469-R1,321 WEST 13 STREET,GREENWICH VILLAGE-WEST,R4  -ELEVATOR,21,1907,"30,312","1,345,247",44.38,"346,466",11.43,"998,781","8,039,002",265.21,1-00629-0044,305 WEST 13 STREET,GREENWICH VILLAGE-WEST,D1  -ELEVATOR,77,1964,"56,508","2,507,825",44.38,"645,886",11.43,"1,861,939","18,614,000",329.4,0,1-00629-0051,319 WEST 13 STREET,GREENWICH VILLAGE-WEST,D1  -ELEVATOR,19,1925,"8,885","357,266",40.21,"78,721",8.86,"278,545","2,740,000",308.38,0,1-00615-0091,259 WEST 12 STREET,GREENWICH VILLAGE-WEST,D3  -ELEVATOR,26,1900,"14,596","676,817",46.37,"237,477",16.27,"439,340","4,256,000",291.59,0.15
1-00637-7502,0473-R1,366 WEST 11 STREET,GREENWICH VILLAGE-WEST,R4  -ELEVATOR,81,1987,"60,200","3,540,964",58.82,"842,800",14,"2,698,164","21,716,997",360.75,1-00632-0031,133 CHARLES STREET,GREENWICH VILLAGE-WEST,D5  -ELEVATOR,50,1896,"34,504","2,028,835",58.8,"522,736",15.15,"1,506,099","9,414,000",272.84,0.08,1-00633-0013,326 WEST 11 STREET,GREENWICH VILLAGE-WEST,D1  -ELEVATOR,31,1920,"19,260","1,132,873",58.82,"269,640",14,"863,233","5,670,000",294.39,0.1,1-00634-0016,110 BANK STREET,GREENWICH VILLAGE-WEST,D1  -ELEVATOR,61,1957,"42,258","2,499,983",59.16,"609,783",14.43,"1,890,200","10,317,000",244.14,0.13
1-01055-7501,0474-R1,447 WEST 45 STREET,CLINTON,R4  -ELEVATOR,34,1986,"28,692","1,360,575",47.42,"329,384",11.48,"1,031,191","8,299,999",289.28,1-01053-0018,433 WEST 43 STREET,CLINTON,D3  -ELEVATOR,34,1900,"26,009","1,233,347",47.42,"298,583",11.48,"934,764","7,814,000",300.43,0.1,1-01053-0044,414 WEST 44 STREET,CLINTON,D1  -ELEVATOR,52,1930,"33,250","1,562,750",47,"466,830",14.04,"1,095,920","6,768,000",203.55,0.1,1-01057-0056,444 WEST 48 STREET,CLINTON,D1  -ELEVATOR,36,1940,"16,355","775,881",47.44,"186,447",11.4,"589,434","4,078,000",249.34,0.1
1-01346-7503,0475-R1,975 1 AVENUE,MIDTOWN EAST,R4  -ELEVATOR,59,1941,"53,435","2,089,309",39.1,"514,579",9.63,"1,574,730","12,674,999",237.2,1-01347-0007,315 EAST 54 STREET,MIDTOWN EAST,D3  -ELEVATOR,39,1955,"20,000","782,000",39.1,"192,600",9.63,"589,400","3,900,000",195,0.05,1-01344-0020,347 EAST 51 STREET,MIDTOWN EAST,D3  -ELEVATOR,22,1950,"11,130","436,964",39.26,"89,930",8.08,"347,034","3,713,000",333.6,0.1,1-01343-0005,307 EAST 50 STREET,MIDTOWN EAST,D3  -ELEVATOR,111,1962,"71,137","2,678,308",37.65,"671,533",9.44,"2,006,775","14,848,000",208.72,0.15
1-01402-7501,0478-R1,1156 3 AVENUE,UPPER EAST SIDE (59-79),R9  -CONDOPS,164,1965,"129,320","6,808,698",52.65,"2,523,033",19.51,"4,285,665","34,495,000",266.74,1-01424-0029,226 EAST 70 STREET,UPPER EAST SIDE (59-79),D1  -ELEVATOR,52,1921,"41,898","2,246,152",53.61,"825,391",19.7,"1,420,761","12,794,000",305.36,0.15,1-01382-0045,40 EAST 68 STREET,UPPER EAST SIDE (59-79),D9  -ELEVATOR,22,1910,"16,039","793,931",49.5,"255,341",15.92,"538,590","3,933,000",245.21,0.19,1-01406-0007,115 EAST 71 STREET,UPPER EAST SIDE (59-79),D1  -ELEVATOR,30,1966,"17,930","944,015",52.65,"349,814",19.51,"594,201","3,992,000",222.64,0.22
1-00768-7502,0479-R1,140 7 AVENUE,CHELSEA,R4  -ELEVATOR,109,1962,"99,750","5,649,840",56.64,"1,791,510",17.96,"3,858,330","31,055,009",311.33,1-00768-0027,213 WEST 18 STREET,CHELSEA,D9  -ELEVATOR,40,1920,"17,500","982,275",56.13,"303,450",17.34,"678,825","3,454,000",197.37,0,1-00769-0044,208 WEST 20 STREET,CHELSEA,D9  -ELEVATOR,20,1920,"7,630","432,163",56.64,"137,035",17.96,"295,128","1,815,000",237.88,0.04,1-00766-0071,248 WEST 17 STREET,CHELSEA,D1  -ELEVATOR,48,1920,"25,362","1,479,112",58.32,"448,654",17.69,"1,030,458","6,373,000",251.28,0.09
1-01458-7501,0480-R1,1154 1 AVENUE,UPPER EAST SIDE (59-79),R9  -CONDOPS,16,1910,"12,000","472,920",39.41,"195,480",16.29,"277,440","2,230,000",185.83,1-01456-0005,405 EAST 61 STREET,UPPER EAST SIDE (59-79),C4  -WALK-UP,17,1920,"10,925","430,554",39.41,"177,968",16.29,"252,586","2,859,000",261.69,0.1,1-01460-0037,426 EAST 66 STREET,UPPER EAST SIDE (59-79),C4  -WALK-UP,20,1910,"9,685","379,555",39.19,"128,617",13.28,"250,938","2,842,000",293.44,0.1,1-01460-0038,424 EAST 66 STREET,UPPER EAST SIDE (59-79),C4  -WALK-UP,21,1910,"9,685","390,402",40.31,"140,336",14.49,"250,066","2,419,000",249.77,0.1
1-01199-7502,0481-R1,28 WEST 86 STREET,UPPER WEST SIDE (79-96),R4  -ELEVATOR,20,1910,"28,600","1,019,876",35.66,"209,638",7.33,"810,238","6,490,003",226.92,1-01199-0051,32 WEST 86 STREET,UPPER WEST SIDE (79-96),D3  -ELEVATOR,14,1900,"9,205","323,003",35.09,"30,653",3.33,"292,350","2,650,000",287.89,0,1-01199-0055,40 WEST 86 STREET,UPPER WEST SIDE (79-96),D3  -ELEVATOR,61,1931,"92,065","3,283,038",35.66,"674,836",7.33,"2,608,202","12,913,000",140.26,0,1-01199-0052,34 WEST 86 STREET,UPPER WEST SIDE (79-96),D9  -ELEVATOR,18,1900,"9,205","342,610",37.22,"49,155",5.34,"293,455","2,873,000",312.11,0
1-01319-7501,0482-R1,240 EAST 46 STREET,MIDTOWN EAST,R4  -ELEVATOR,100,1970,"60,900","2,798,355",45.95,"1,090,110",17.9,"1,708,245","13,750,000",225.78,1-01320-0018,235 EAST 46 STREET,MIDTOWN EAST,D1  -ELEVATOR,63,1938,"49,914","2,301,535",46.11,"1,048,194",21,"1,253,341","10,413,000",208.62,0.05,1-01335-0039,328 EAST 43 STREET,MIDTOWN EAST,D3  -ELEVATOR,62,1928,"48,892","2,236,809",45.75,"934,326",19.11,"1,302,483","7,216,000",147.59,0.19,1-01342-0045,320 EAST 50 STREET,MIDTOWN EAST,D1  -ELEVATOR,36,1960,"23,442","1,077,160",45.95,"419,612",17.9,"657,548","5,857,000",249.85,0.24
1-01557-7501,0483-R1,1838 2 AVENUE,UPPER EAST SIDE (79-96),R4  -ELEVATOR,18,1987,"17,550","716,742",40.84,"209,021",11.91,"507,721","4,087,002",232.88,1-01558-0020,333 EAST 95 STREET,UPPER EAST SIDE (79-96),D1  -ELEVATOR,26,1986,"16,243","696,662",42.89,"232,437",14.31,"464,225","4,038,000",248.6,0.05,1-01555-0012,319 EAST 92 STREET,UPPER EAST SIDE (79-96),D1  -ELEVATOR,12,1920,"8,945","365,314",40.84,"106,535",11.91,"258,779","1,618,000",180.88,0.1,1-01554-0043,312 EAST 92 STREET,UPPER EAST SIDE (79-96),D3  -ELEVATOR,28,1995,"20,000","795,400",39.77,"285,400",14.27,"510,000","5,071,000",253.55,0.15
1-00542-7501,0484-R1,205 BLEECKER STREET,GREENWICH VILLAGE-CENTRAL,R9  -CONDOPS,24,1928,"17,842","714,037",40.02,"213,212",11.95,"500,825","4,028,000",225.76,1-00540-0033,212 SULLIVAN STREET,GREENWICH VILLAGE-CENTRAL,C5  -WALK-UP,23,1900,"6,736","237,309",35.23,"74,500",11.06,"162,809","1,076,000",159.74,0.05,1-00525-0027,112 WEST HOUSTON STREET,GREENWICH VILLAGE-CENTRAL,C4  -WALK-UP,20,1900,"10,816","432,856",40.02,"129,251",11.95,"303,605","2,708,000",250.37,0.12,1-00525-0016,183 THOMPSON STREET,GREENWICH VILLAGE-CENTRAL,C1  -WALK-UP,55,1900,"28,623","1,173,257",40.99,"368,378",12.87,"804,879","7,655,000",267.44,0.12
1-00608-7501,0487-R1,175 WEST 12 STREET,GREENWICH VILLAGE-WEST,R4  -ELEVATOR,214,1961,"165,160","8,310,851",50.32,"2,806,068",16.99,"5,504,783","44,307,991",268.27,1-00573-0011,60 WEST 10 STREET,GREENWICH VILLAGE-CENTRAL,D1  -ELEVATOR,27,1910,"20,797","1,020,925",49.09,"363,116",17.46,"657,809","4,749,000",228.35,0.23,1-00624-0041,300 WEST 12 STREET,GREENWICH VILLAGE-WEST,D9  -ELEVATOR,54,1920,"34,872","1,755,108",50.33,"709,994",20.36,"1,045,114","9,179,000",263.22,0.29,1-00592-0042,84 GROVE STREET,GREENWICH VILLAGE-WEST,D1  -ELEVATOR,20,1885,"16,400","825,248",50.32,"278,636",16.99,"546,612","3,665,000",223.48,0.3
1-00397-7501,0489-R1,175 EAST 2 STREET,ALPHABET CITY,R4  -ELEVATOR,21,1920,"20,038","847,808",42.31,"250,074",12.48,"597,734","4,810,999",240.09,1-00398-0022,184 EAST 3 STREET,ALPHABET CITY,D9  -ELEVATOR,47,1920,"21,600","913,896",42.31,"269,568",12.48,"644,328","4,558,000",211.02,0.05,1-00399-0044,185 EAST 3 STREET,ALPHABET CITY,D1  -ELEVATOR,43,1950,"35,550","1,509,809",42.47,"461,084",12.97,"1,048,725","7,305,000",205.49,0.1,1-00402-0029,172 EAST 7 STREET,ALPHABET CITY,D1  -ELEVATOR,25,1929,"20,886","883,269",42.29,"244,993",11.73,"638,276","4,683,000",224.22,0.24
1-01228-7502,0490-R1,219 WEST 80 STREET,UPPER WEST SIDE (79-96),R4  -ELEVATOR,28,1910,"27,772","1,029,508",37.07,"128,862",4.64,"900,646","7,232,001",260.41,1-01228-0039,204 WEST 81 STREET,UPPER WEST SIDE (79-96),D3  -ELEVATOR,20,1920,"15,735","583,296",37.07,"73,010",4.64,"510,286","3,772,000",239.72,0,1-01228-0037,202 WEST 81 STREET,UPPER WEST SIDE (79-96),D1  -ELEVATOR,25,1920,"15,735","563,313",35.8,"123,992",7.88,"439,321","2,958,000",187.99,0,1-01229-0039,208 WEST 82 STREET,UPPER WEST SIDE (79-96),D2  -ELEVATOR,20,1910,"10,370","398,415",38.42,"65,435",6.31,"332,980","3,633,000",350.34,0.05
1-00188-7501,0491-R1,65 NORTH MOORE STREET,TRIBECA,R4  -ELEVATOR,8,1915,"12,690","476,002",37.51,"179,437",14.14,"296,565","2,382,999",187.79,1-00504-0036,100 SULLIVAN STREET,SOHO,D1  -ELEVATOR,70,1920,"33,750","1,297,688",38.45,"387,788",11.49,"909,900","11,596,000",343.59,0.51,1-00504-0031,112 SULLIVAN STREET,SOHO,D1  -ELEVATOR,60,1920,"38,880","1,443,614",37.13,"510,883",13.14,"932,731","10,280,000",264.4,0.51,1-00520-0051,37 KING STREET,SOHO,D9  -ELEVATOR,40,1937,"20,035","751,513",37.51,"283,295",14.14,"468,218","2,863,000",142.9,0.6
1-01132-7501,0492-R1,161 WEST 61 STREET,UPPER WEST SIDE (59-79),R4  -ELEVATOR,219,1988,"246,663","13,285,269",53.86,"3,320,084",13.46,"9,965,185","80,199,010",325.14,1-01152-0013,229 WEST 60 STREET,UPPER WEST SIDE (59-79),D6  -ELEVATOR,302,2007,"288,000","16,358,400",56.8,"3,744,000",13,"12,614,400","102,821,000",357.02,0.17,1-01048-0020,315 WEST 57 STREET,MIDTOWN WEST,D6  -ELEVATOR,322,1965,"396,834","19,829,795",49.97,"5,277,892",13.3,"14,551,903","118,317,000",298.15,0.24,1-01139-0057,146 WEST 68 STREET,UPPER WEST SIDE (59-79),D1  -ELEVATOR,46,1926,"24,370","1,312,568",53.86,"439,635",18.04,"872,933","5,928,000",243.25,0.32
1-00469-7502,0493-R1,105 3 AVENUE,EAST VILLAGE,R9  -CONDOPS,155,1964,"113,930","4,851,139",42.58,"1,503,876",13.2,"3,347,263","26,943,000",236.49,1-00453-0011,304 EAST 12 STREET,EAST VILLAGE,D1  -ELEVATOR,89,1940,"101,800","3,074,360",30.2,"933,506",9.17,"2,140,854","16,935,000",166.36,0.17,1-00452-0002,162 2 AVENUE,EAST VILLAGE,D9  -ELEVATOR,162,1929,"121,503","6,321,801",52.03,"2,351,083",19.35,"3,970,718","31,957,000",263.01,0.2,1-00559-0009,137 4 AVENUE,GREENWICH VILLAGE-CENTRAL,D6  -ELEVATOR,220,1964,"184,646","13,026,775",70.55,"4,355,799",23.59,"8,670,976","69,514,000",376.47,0.14
1-00529-7502,0494-R1,7 BOND STREET,GREENWICH VILLAGE-CENTRAL,R4  -ELEVATOR,19,1904,"24,630","921,901",37.43,"363,293",14.75,"558,608","4,489,005",182.26,1-00532-0030,81 BLEECKER STREET,GREENWICH VILLAGE-CENTRAL,D5  -ELEVATOR,43,1900,"26,382","1,005,418",38.11,"390,981",14.82,"614,437","9,631,000",365.06,0.06,1-00545-0046,416 LAFAYETTE STREET,GREENWICH VILLAGE-CENTRAL,D1  -ELEVATOR,41,1910,"27,612","998,174",36.15,"383,255",13.88,"614,919","7,094,000",256.92,0.2,1-00543-0048,136 WEST 4 STREET,GREENWICH VILLAGE-CENTRAL,D1  -ELEVATOR,30,1929,"20,874","781,314",37.43,"307,892",14.75,"473,422","4,594,000",220.08,0.4
1-00528-7502,0495-R1,3 BEDFORD STREET,GREENWICH VILLAGE-WEST,R4  -ELEVATOR,12,1986,"15,990","678,776",42.45,"177,649",11.11,"501,127","4,033,997",252.28,1-00520-0051,37 KING STREET,SOHO,D9  -ELEVATOR,40,1937,"20,035","831,853",41.52,"275,882",13.77,"555,971","2,863,000",142.9,0.05,1-00506-0016,30 CHARLTON STREET,SOHO,D1  -ELEVATOR,86,1920,"44,256","1,912,744",43.22,"521,336",11.78,"1,391,408","13,099,000",295.98,0.15,1-00504-0036,100 SULLIVAN STREET,SOHO,D1  -ELEVATOR,70,1920,"33,750","1,432,688",42.45,"374,963",11.11,"1,057,725","11,596,000",343.59,0.2
1-01011-7502,0496-R1,106 CENTRAL PARK SOUTH,MIDTOWN WEST,R4  -ELEVATOR,418,1930,"340,000","18,853,000",55.45,"7,238,600",21.29,"11,614,400","93,476,009",274.93,1-01046-0043,318 WEST 56 STREET,MIDTOWN WEST,D3  -ELEVATOR,68,1961,"54,400","2,877,216",52.89,"790,976",14.54,"2,086,240","9,155,000",168.29,0.37,1-01045-0054,350 WEST 55 STREET,MIDTOWN WEST,D3  -ELEVATOR,126,1912,"75,926","4,403,708",58,"1,213,297",15.98,"3,190,411","17,664,000",232.65,0.39, , , , , , , , , , , , , , , 
1-01894-7501,0497-R1,600 WEST 111 STREET,UPPER WEST SIDE (96-116),R9  -CONDOPS,151,1926,"192,853","5,288,029",27.42,"2,223,595",11.53,"3,064,434","23,976,000",124.32,1-01893-0039,309 WEST 109 STREET,UPPER WEST SIDE (96-116),D1  -ELEVATOR,60,1921,"31,670","873,142",27.57,"339,186",10.71,"533,956","7,970,000",251.66,0.06,1-01895-0012,605 WEST 112 STREET,UPPER WEST SIDE (96-116),D1  -ELEVATOR,62,1924,"36,580","957,664",26.18,"478,832",13.09,"478,832","11,887,000",324.96,0.1,1-01895-0028,610 WEST 113 STREET,UPPER WEST SIDE (96-116),D1  -ELEVATOR,18,1905,"18,120","496,850",27.42,"208,924",11.53,"287,926","1,801,000",99.39,0.1
1-00016-7508,0498-R1,200 RECTOR PLACE,TRIBECA,R4  -ELEVATOR,546,1987,"586,224","30,126,051",51.39,"7,532,978",12.85,"22,593,073","181,850,020",310.21,1-00016-0200,400 CHAMBERS STREET,TRIBECA,D8  -ELEVATOR,400,1998,"484,000","24,872,760",51.39,"6,219,400",12.85,"18,653,360","130,581,000",269.8,0,1-00016-0195,325 NORTH END AVENUE,TRIBECA,D8  -ELEVATOR,276,2004,"356,483","18,900,729",53.02,"4,976,503",13.96,"13,924,226","115,974,000",325.33,0,1-00016-0180,20 RIVER TERRACE,TRIBECA,D8  -ELEVATOR,294,2002,"356,786","17,928,497",50.25,"4,370,629",12.25,"13,557,868","128,238,000",359.43,0
1-00140-7501,0499-R1,165 CHAMBERS STREET,TRIBECA,R4  -ELEVATOR,83,1987,"91,081","5,130,593",56.33,"1,429,061",15.69,"3,701,532","29,792,999",327.1,1-00491-0027,552 BROOME STREET,SOHO,C4  -WALK-UP,11,1900,"8,470","475,675",56.16,"108,501",12.81,"367,174","1,549,000",182.88,0.63,1-00489-0005,63 SULLIVAN STREET,SOHO,C1  -WALK-UP,13,1989,"9,110","520,181",57.1,"146,489",16.08,"373,692","1,423,000",156.2,0.66,1-00489-0007,67 SULLIVAN STREET,SOHO,C1  -WALK-UP,12,1900,"9,110","513,166",56.33,"142,936",15.69,"370,230","1,364,000",149.73,0.66
1-01551-7501,0500-R1,348 EAST 89 STREET,UPPER EAST SIDE (79-96),R2  -WALK-UP,14,1915,"8,345","373,105",44.71,"102,977",12.34,"270,128","2,174,003",260.52,1-01551-0046,308 EAST 89 STREET,UPPER EAST SIDE (79-96),C1  -WALK-UP,16,1910,"8,340","380,137",45.58,"100,997",12.11,"279,140","1,441,000",172.78,0,1-01551-0018,331 EAST 88 STREET,UPPER EAST SIDE (79-96),C1  -WALK-UP,20,1920,"8,740","355,631",40.69,"125,769",14.39,"229,862","2,426,000",277.57,0,1-01551-0047,306 EAST 89 STREET,UPPER EAST SIDE (79-96),C1  -WALK-UP,20,1920,"9,165","409,767",44.71,"113,096",12.34,"296,671","3,267,000",356.46,0
1-00769-7503,0502-R1,160 7 AVENUE,CHELSEA,R9  -CONDOPS,197,1939,"117,094","6,333,614",54.09,"1,406,299",12.01,"4,927,315","39,660,000",338.7,1-00769-0044,208 WEST 20 STREET,CHELSEA,D9  -ELEVATOR,20,1920,"7,630","416,598",54.6,"96,367",12.63,"320,231","1,815,000",237.88,0,1-00770-0051,220 WEST 21 STREET,CHELSEA,D1  -ELEVATOR,35,1920,"25,778","1,388,145",53.85,"336,403",13.05,"1,051,742","6,869,000",266.47,0.04,1-00768-0027,213 WEST 18 STREET,CHELSEA,D9  -ELEVATOR,40,1920,"17,500","946,575",54.09,"210,175",12.01,"736,400","3,454,000",197.37,0.04
1-00908-7501,0503-R1,200 EAST 28 STREET,GRAMERCY,R4  -ELEVATOR,43,1965,"29,535","1,429,789",48.41,"601,628",20.37,"828,161","6,665,997",225.7,1-00909-0046,216 EAST 29 STREET,MURRAY HILL,D3  -ELEVATOR,54,1960,"24,600","1,140,456",46.36,"455,838",18.53,"684,618","4,493,000",182.64,0.05,1-00909-0043,220 EAST 29 STREET,MURRAY HILL,D3  -ELEVATOR,82,1910,"41,094","2,068,672",50.34,"885,165",21.54,"1,183,507","10,924,000",265.83,0.05,1-00906-0011,219 EAST 25 STREET,GRAMERCY,D3  -ELEVATOR,35,1920,"22,430","1,085,836",48.41,"456,899",20.37,"628,937","6,621,000",295.19,0.1
